%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1562019565219323941,15152,1562019565200000048,gpsRover,2,3,33.7743628705,-84.4054224215,276.891,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565269334500,15153,1562019565250000000,gpsRover,2,3,33.7743618008,-84.4054212253,276.879,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565321231567,15154,1562019565299999952,gpsRover,2,3,33.774360854,-84.4054201788,276.896,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565370190288,15155,1562019565349999905,gpsRover,2,3,33.7743598638,-84.4054189517,276.926,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565420127888,15156,1562019565400000095,gpsRover,2,3,33.7743588945,-84.4054177528,276.914,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565470158871,15157,1562019565450000048,gpsRover,2,3,33.7743579247,-84.4054164813,276.883,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565520092603,15158,1562019565500000000,gpsRover,2,3,33.7743568695,-84.405415367,276.961,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565570021529,15159,1562019565549999952,gpsRover,2,3,33.7743559943,-84.4054140492,276.899,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565619076796,15160,1562019565599999905,gpsRover,2,3,33.7743549798,-84.4054128117,276.942,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565672982102,15161,1562019565650000095,gpsRover,2,3,33.7743540933,-84.4054115247,276.905,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565719973512,15162,1562019565700000048,gpsRover,2,3,33.7743531405,-84.4054104583,276.92,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565770949107,15163,1562019565750000000,gpsRover,2,3,33.7743520447,-84.4054091772,276.957,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565819834903,15164,1562019565799999952,gpsRover,2,3,33.7743511838,-84.405407905,276.957,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
